schema_version,score_evidence_id,program_id,institution_id,institution_name,component,component_score,max_score,rubric_anchor,rubric_anchor_description,supporting_evidence_ids,evidence_completeness,score_confidence,uncertainty_or_conflict,reviewer_or_generating_process,verification_status,calculated_at
2.0,scoreev:2038894f41875696,us:ipeds:199139:program:phd:computing-and-information-systems-phd-software-and-information-systems-track,us:ipeds:199139,University of North Carolina at Charlotte,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:1d63ea232a974255|stage4src:37c61becb2e5244c|stage4src:7b4920c409304f01|stage4src:3c79c57df082768b,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:f3372618a10eac8e,us:ipeds:199139:program:phd:computing-and-information-systems-phd-software-and-information-systems-track,us:ipeds:199139,University of North Carolina at Charlotte,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:1d63ea232a974255|stage4src:37c61becb2e5244c|stage4src:7b4920c409304f01|stage4src:3c79c57df082768b,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:52e2ee9acda4f6e2,us:ipeds:199139:program:phd:computing-and-information-systems-phd-software-and-information-systems-track,us:ipeds:199139,University of North Carolina at Charlotte,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:c67e4c2fe886b28ebedb,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:e6ba1c7e45799953,us:ipeds:199139:program:phd:computing-and-information-systems-phd-software-and-information-systems-track,us:ipeds:199139,University of North Carolina at Charlotte,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:eb042cc753bcca4a8365|stage3src:37fbf31c5ba823281bcf|stage3src:c098d704803d7a209c27|stage3src:c67e4c2fe886b28ebedb,partial,medium,Will the SIS track offer an eligible assistantship with sufficient stipend and GASP coverage for the full expected duration?,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:25f1ee6c281c6537,us:ipeds:199139:program:phd:computing-and-information-systems-phd-software-and-information-systems-track,us:ipeds:199139,University of North Carolina at Charlotte,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:eb042cc753bcca4a8365|stage3src:37fbf31c5ba823281bcf|stage3src:c098d704803d7a209c27|stage3src:c67e4c2fe886b28ebedb,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:e82c87ef46ceeaf5,us:ipeds:199139:program:phd:computing-and-information-systems-phd-software-and-information-systems-track,us:ipeds:199139,University of North Carolina at Charlotte,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:37fbf31c5ba823281bcf|stage3src:c098d704803d7a209c27|stage3src:c67e4c2fe886b28ebedb|stage3src:eb042cc753bcca4a8365,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:9f75ba8769bd1980,us:ipeds:217882:program:phd:computer-science-phd,us:ipeds:217882,Clemson University,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:c661d813c29e43c8|stage4src:3d503077e55084a9|stage4src:ffb1c764c663cfb7|stage4src:e1cca691360dd134|stage4src:d9e53b9c6855f76f|stage4src:b2c161689363006a,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:487bb5be11b2aa84,us:ipeds:217882:program:phd:computer-science-phd,us:ipeds:217882,Clemson University,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:c661d813c29e43c8|stage4src:3d503077e55084a9|stage4src:ffb1c764c663cfb7|stage4src:e1cca691360dd134|stage4src:d9e53b9c6855f76f|stage4src:b2c161689363006a,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:10a2c4db3aa1c7ff,us:ipeds:217882:program:phd:computer-science-phd,us:ipeds:217882,Clemson University,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:4d96f221ff326e470d59,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:d0a6f8a07012e9e3,us:ipeds:217882:program:phd:computer-science-phd,us:ipeds:217882,Clemson University,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:74a0afcef22a7f7021de|stage3src:4d96f221ff326e470d59,partial,medium,"Will a Fall 2027 offer include renewable stipend, adequate tuition remission, fees, insurance, and summer support?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:110baeadf75758c5,us:ipeds:217882:program:phd:computer-science-phd,us:ipeds:217882,Clemson University,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:74a0afcef22a7f7021de|stage3src:4d96f221ff326e470d59,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:26057641240ea201,us:ipeds:217882:program:phd:computer-science-phd,us:ipeds:217882,Clemson University,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:74a0afcef22a7f7021de|stage3src:4d96f221ff326e470d59,missing,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:bf1d590ced7f497a,ca:dli:O19395535729:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19395535729,McMaster University,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:02730c986602c0d2|stage4src:0863c59d05266b90|stage4src:40f5dbb8b8268cc6|stage4src:d36a8f43b04e635a|stage4src:22a3ef22d2a5f170|stage4src:bbbb6c7246b224f0|stage4src:9783ab4bc129e086,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:a70d9d5b832ebd70,ca:dli:O19395535729:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19395535729,McMaster University,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:02730c986602c0d2|stage4src:0863c59d05266b90|stage4src:40f5dbb8b8268cc6|stage4src:d36a8f43b04e635a|stage4src:22a3ef22d2a5f170|stage4src:bbbb6c7246b224f0|stage4src:9783ab4bc129e086,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:dc4f68e0735e764b,ca:dli:O19395535729:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19395535729,McMaster University,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:53bafd2cc8a6106c5b1d|stage3src:9225f496c15a03f7a612,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:725babb949e2451f,ca:dli:O19395535729:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19395535729,McMaster University,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:b302b7449763760c3bcc|stage3src:53bafd2cc8a6106c5b1d|stage3src:d2cd46fc25cf84160527|stage3src:9225f496c15a03f7a612,partial,medium,"What is the guaranteed twenty-month net package after international tuition, mandatory fees, health coverage, and summer registration costs?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:af1f72d20ae21ed3,ca:dli:O19395535729:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19395535729,McMaster University,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:b302b7449763760c3bcc|stage3src:53bafd2cc8a6106c5b1d|stage3src:d2cd46fc25cf84160527|stage3src:9225f496c15a03f7a612,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:e513b807360aa0c2,ca:dli:O19395535729:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19395535729,McMaster University,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:b302b7449763760c3bcc|stage3src:53bafd2cc8a6106c5b1d|stage3src:d2cd46fc25cf84160527|stage3src:9225f496c15a03f7a612,partial,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:47e904b917d7a454,ca:dli:O18781994282:program:thesis-or-research-master-s:computing-science-master-of-science-thesis,ca:dli:O18781994282,Simon Fraser University,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:401a59114f1387fd|stage4src:a4b77dc201b55939|stage4src:472b87d9a78d2279|stage4src:a165e227be929c31|stage4src:e004ec95f2742bde,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:0806bb1e11b0bcca,ca:dli:O18781994282:program:thesis-or-research-master-s:computing-science-master-of-science-thesis,ca:dli:O18781994282,Simon Fraser University,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:401a59114f1387fd|stage4src:a4b77dc201b55939|stage4src:472b87d9a78d2279|stage4src:a165e227be929c31|stage4src:e004ec95f2742bde,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:0cbe520000e85c7f,ca:dli:O18781994282:program:thesis-or-research-master-s:computing-science-master-of-science-thesis,ca:dli:O18781994282,Simon Fraser University,funding_net_viability,20,25,verified_support_with_cost_gaps,"Direct funding hard gate passes, but fees, health, summer, duration, or net amount retains a material gap.",stage3src:5aa2f1cb7e2e78392b5c|stage3src:ec2b24c50c671afeb027|stage3src:9cd77e48e5eb5b6fb823,partial,medium,"One or more duration, tuition, fee, health, summer, or net-cost terms remain unresolved.",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:4aa7d3a743d71201,ca:dli:O18781994282:program:thesis-or-research-master-s:computing-science-master-of-science-thesis,ca:dli:O18781994282,Simon Fraser University,eligibility_credential_alignment,5,15,resolvable_eligibility_question,A material formal-eligibility question remains unresolved.,stage3src:5aa2f1cb7e2e78392b5c|stage3src:671096c0d8c7da0f2c63|stage3src:cfe7cab3c63e64cf54ec|stage3src:ec2b24c50c671afeb027|stage3src:9cd77e48e5eb5b6fb823,partial,low,"Will SFU deem the applicant's 3.35/4.0 GPA equivalent to its 3.00/4.33 threshold, and what is net support after tuition and fees?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:09da7e906bf8d4a3,ca:dli:O18781994282:program:thesis-or-research-master-s:computing-science-master-of-science-thesis,ca:dli:O18781994282,Simon Fraser University,degree_admissions_alignment,5,10,compatible_but_supervisor_or_entry_question,"The research structure is compatible, but direct entry or supervisor-gated admission remains material.",stage3src:5aa2f1cb7e2e78392b5c|stage3src:671096c0d8c7da0f2c63|stage3src:cfe7cab3c63e64cf54ec|stage3src:ec2b24c50c671afeb027|stage3src:9cd77e48e5eb5b6fb823,partial,medium,"Will SFU deem the applicant's 3.35/4.0 GPA equivalent to its 3.00/4.33 threshold, and what is net support after tuition and fees?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:c1675040b6738e3f,ca:dli:O18781994282:program:thesis-or-research-master-s:computing-science-master-of-science-thesis,ca:dli:O18781994282,Simon Fraser University,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:5aa2f1cb7e2e78392b5c|stage3src:671096c0d8c7da0f2c63|stage3src:cfe7cab3c63e64cf54ec|stage3src:ec2b24c50c671afeb027|stage3src:9cd77e48e5eb5b6fb823,partial,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:eec3c7e027334195,us:ipeds:229027:program:phd:phd-in-computer-science,us:ipeds:229027,The University of Texas at San Antonio,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:e3bbf628612e90e6|stage4src:45b07d9be797e78f|stage4src:d5ceec2e3566ee25|stage4src:d13c934141b4cddc,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:b4ce28d4ea2a0eab,us:ipeds:229027:program:phd:phd-in-computer-science,us:ipeds:229027,The University of Texas at San Antonio,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:e3bbf628612e90e6|stage4src:45b07d9be797e78f|stage4src:d5ceec2e3566ee25|stage4src:d13c934141b4cddc,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:9c80e92ba58e7982,us:ipeds:229027:program:phd:phd-in-computer-science,us:ipeds:229027,The University of Texas at San Antonio,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:cd614c31dad4fdb3b1f8|stage3src:44cc2e2c7936e762b712,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:b06b91db13bf7d86,us:ipeds:229027:program:phd:phd-in-computer-science,us:ipeds:229027,The University of Texas at San Antonio,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:cd614c31dad4fdb3b1f8|stage3src:44cc2e2c7936e762b712,partial,medium,"What renewal duration, summer pay, and residual fee or living-cost terms will the individual offer specify?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:f7cab38c33dba1c7,us:ipeds:229027:program:phd:phd-in-computer-science,us:ipeds:229027,The University of Texas at San Antonio,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:cd614c31dad4fdb3b1f8|stage3src:44cc2e2c7936e762b712,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:d3541f52c89fdd02,us:ipeds:229027:program:phd:phd-in-computer-science,us:ipeds:229027,The University of Texas at San Antonio,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:cd614c31dad4fdb3b1f8|stage3src:44cc2e2c7936e762b712,missing,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:029cddfbf61496c8,us:ipeds:110653:program:phd:software-engineering-phd,us:ipeds:110653,University of California-Irvine,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:137f0841346e0ffe|stage4src:4f8e3651f95a2a70|stage4src:29863d9ccadf635d,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:9cd7cc10af06e2d3,us:ipeds:110653:program:phd:software-engineering-phd,us:ipeds:110653,University of California-Irvine,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:137f0841346e0ffe|stage4src:4f8e3651f95a2a70|stage4src:29863d9ccadf635d,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:f1ac5aef1207fbe5,us:ipeds:110653:program:phd:software-engineering-phd,us:ipeds:110653,University of California-Irvine,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:dee4a2daec740af80f8a,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:2978974f0538c593,us:ipeds:110653:program:phd:software-engineering-phd,us:ipeds:110653,University of California-Irvine,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:f2e8dcb06b3473ac1b5f|stage3src:dee4a2daec740af80f8a|stage3src:f06a20d6cbf9aebc4ce2|stage3src:1d899164590fccc0d1b6,partial,medium,"Will the admission offer guarantee multi-year tuition, stipend, health, and summer support?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:d87dfc8cb987bded,us:ipeds:110653:program:phd:software-engineering-phd,us:ipeds:110653,University of California-Irvine,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:f2e8dcb06b3473ac1b5f|stage3src:dee4a2daec740af80f8a|stage3src:f06a20d6cbf9aebc4ce2|stage3src:1d899164590fccc0d1b6,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:03542fc8b6237a8a,us:ipeds:110653:program:phd:software-engineering-phd,us:ipeds:110653,University of California-Irvine,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:f2e8dcb06b3473ac1b5f|stage3src:dee4a2daec740af80f8a|stage3src:f06a20d6cbf9aebc4ce2|stage3src:1d899164590fccc0d1b6,partial,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:ec910abf6ed5b42d,us:ipeds:110680:program:phd:computer-science-and-engineering-phd,us:ipeds:110680,University of California-San Diego,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:2aa2f964cc23c345|stage4src:e905b6ca2198936c|stage4src:a4c43035d8bb08e4|stage4src:d3850ef325cb8ed7,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:661d60eeb0e0d1c2,us:ipeds:110680:program:phd:computer-science-and-engineering-phd,us:ipeds:110680,University of California-San Diego,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:2aa2f964cc23c345|stage4src:e905b6ca2198936c|stage4src:a4c43035d8bb08e4|stage4src:d3850ef325cb8ed7,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:20c6bb7af843bf29,us:ipeds:110680:program:phd:computer-science-and-engineering-phd,us:ipeds:110680,University of California-San Diego,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:174e73d724bbc0de2954,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:4181b3c140708fad,us:ipeds:110680:program:phd:computer-science-and-engineering-phd,us:ipeds:110680,University of California-San Diego,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:d3113ae7415a94c63a3f|stage3src:45d781b454f511ffc6ee|stage3src:35222da258d902c48d10|stage3src:174e73d724bbc0de2954,partial,medium,What multi-year and summer support will the offer and prospective advisor commit beyond year one?,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:5a8a8ff50795170d,us:ipeds:110680:program:phd:computer-science-and-engineering-phd,us:ipeds:110680,University of California-San Diego,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:d3113ae7415a94c63a3f|stage3src:45d781b454f511ffc6ee|stage3src:35222da258d902c48d10|stage3src:174e73d724bbc0de2954,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:735866d3bf2dc233,us:ipeds:110680:program:phd:computer-science-and-engineering-phd,us:ipeds:110680,University of California-San Diego,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:45d781b454f511ffc6ee|stage3src:35222da258d902c48d10|stage3src:174e73d724bbc0de2954|stage3src:d3113ae7415a94c63a3f,partial,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:05ebd695e6d92785,us:ipeds:110705:program:phd:computer-science-phd,us:ipeds:110705,University of California-Santa Barbara,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:d11981906b8ab9c9|stage4src:11899e9b888c32c3|stage4src:7853c587c17734c4|stage4src:76647dabb236e96b,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:bb6026150dffe9a4,us:ipeds:110705:program:phd:computer-science-phd,us:ipeds:110705,University of California-Santa Barbara,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:d11981906b8ab9c9|stage4src:11899e9b888c32c3|stage4src:7853c587c17734c4|stage4src:76647dabb236e96b,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:bea7e48fbc0a39d3,us:ipeds:110705:program:phd:computer-science-phd,us:ipeds:110705,University of California-Santa Barbara,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:517f4d10b894b510ea6a,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:dbec885a7ce57dc4,us:ipeds:110705:program:phd:computer-science-phd,us:ipeds:110705,University of California-Santa Barbara,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:c65ff68f0439444c615b|stage3src:517f4d10b894b510ea6a|stage3src:af76a7d6eac3f9b882ac|stage3src:03a528cd788f829ef517,partial,medium,"Will the offer guarantee year-round stipend, full tuition/NRST, mandatory fees, and health insurance for the expected duration?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:082a0badbb6a28e5,us:ipeds:110705:program:phd:computer-science-phd,us:ipeds:110705,University of California-Santa Barbara,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:c65ff68f0439444c615b|stage3src:517f4d10b894b510ea6a|stage3src:af76a7d6eac3f9b882ac|stage3src:03a528cd788f829ef517,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:d84b5dc80b18134a,us:ipeds:110705:program:phd:computer-science-phd,us:ipeds:110705,University of California-Santa Barbara,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:517f4d10b894b510ea6a|stage3src:af76a7d6eac3f9b882ac|stage3src:03a528cd788f829ef517|stage3src:c65ff68f0439444c615b,partial,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:2f5dae36cfe35583,us:ipeds:153658:program:phd:phd-in-computer-science,us:ipeds:153658,University of Iowa,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:05c4df1a5d09170d|stage4src:e8f4319ec9df844d|stage4src:05bb879259c203eb|stage4src:0bd71cc519b54082|stage4src:2e19b69db34f0b23,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:1a44c42abd02d2c2,us:ipeds:153658:program:phd:phd-in-computer-science,us:ipeds:153658,University of Iowa,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:05c4df1a5d09170d|stage4src:e8f4319ec9df844d|stage4src:05bb879259c203eb|stage4src:0bd71cc519b54082|stage4src:2e19b69db34f0b23,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:07b6d26c096f5cad,us:ipeds:153658:program:phd:phd-in-computer-science,us:ipeds:153658,University of Iowa,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:7c933ed86687e0fb461b,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:1f6f22390d3129e9,us:ipeds:153658:program:phd:phd-in-computer-science,us:ipeds:153658,University of Iowa,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:58add7da1abbe2d4583e|stage3src:040ce8e8970042301519|stage3src:7c933ed86687e0fb461b,partial,medium,"Will a Fall 2027 offer guarantee first-year and renewable stipend, tuition, fees, insurance, and summer support?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:207ecad558722d73,us:ipeds:153658:program:phd:phd-in-computer-science,us:ipeds:153658,University of Iowa,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:58add7da1abbe2d4583e|stage3src:040ce8e8970042301519|stage3src:7c933ed86687e0fb461b,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
